School,Physical Address,Street,City,State,ZipCode,Total Tuition In State,Tuition per Credit In State,In-state fees,Total Tuition Out of State,Tuition per Credit Out of State,Out-of-state fees,Total Grad Acct Completions (2019-2020),Total UnderGrad Acct Completions (2019-2020),Program Website,Degree Program Name,Modality,Program Degree Credits,Programmic Accrediation ,Grad Course Number,Name of Course,Description,Course Credits,Prerequisite,Core or Elective,Competencies
Barry University,"11302 NE 2nd Ave, Miami, FL 33161-6695",11302 NE 2nd Ave,Miami,Florida,33161-6697,17820,990,90,,,,10,5,https://www.barry.edu/accounting/about/,MS Accounting,Fully in-class,30,AACSB,MSA 662,Advanced Managerial Accounting,"This course is an advanced course in management or cost accounting and will emphasize intra-company decision making. MSA 662 is essential to the preparation and understanding of reports utilized by a company's management for internal financial decision making. A variety of pedagogical techniques, including cases and student presentations, to address management accounting issues related to costing of products and/or services, pricing, budgeting, variance analysis and strategic finance decisions (e.g., product choice, make or buy and special order) will be utilized. The course will also include significant coverage of international issues.",3,NONE,Core,
Barry University,"11303 NE 2nd Ave, Miami, FL 33161-6695",11303 NE 2nd Ave,Miami,Florida,33161-6698,17820,990,90,,,,10,5,https://www.barry.edu/accounting/about/,MS Accounting,Fully in-class,30,AACSB,MSA 663,Business Taxation,"Study of the theory of federal income taxation and practical applications related to business entities. Federal tax laws, related regulations and their impact on the operations of partnerships and corporations, with special emphasis on practical tax planning through tax problems and the preparation of actual tax returns relating to these areas are investigated. Formerly MPA 663.",3,NONE,Core,
Barry University,"11304 NE 2nd Ave, Miami, FL 33161-6695",11304 NE 2nd Ave,Miami,Florida,33161-6699,17820,990,90,,,,10,5,https://www.barry.edu/accounting/about/,MS Accounting,Fully in-class,30,AACSB,MSA 664,Advanced Auditing ,"Study of the concepts, assumptions, standards and issues related to contemporary auditing theory and practice. Professional and technical aspects of auditing practice; ethics and legal responsibilities; review of field work emphasizing materiality, sampling, and working papers, reporting problems including long-form and special purpose reports; study of recent auditing developments. .Formerly MPA 664.",3,NONE,Core,
Barry University,"11305 NE 2nd Ave, Miami, FL 33161-6695",11305 NE 2nd Ave,Miami,Florida,33161-6700,17820,990,90,,,,10,5,https://www.barry.edu/accounting/about/,MS Accounting,Fully in-class,30,AACSB,MSA 668,Governmental and Not-for-Profit Accounting,"This course is an in depth investigation into the conceptual and practical application of accounting principles for not-for-profit organizations and governmental entities. Special emphasis on the authoritative pronouncements issued by the GAO, GASB, FASB, and AICPA literature. Assignments include both problem solving and case studies. Formerly MPA 668 Fund Accounting.",3,NONE,Core,
Barry University,"11306 NE 2nd Ave, Miami, FL 33161-6695",11306 NE 2nd Ave,Miami,Florida,33161-6701,17820,990,90,,,,10,5,https://www.barry.edu/accounting/about/,MS Accounting,Fully in-class,30,AACSB,MBA 617,Technology and Information Systems,"This course examines the role of information systems in supporting a wide range of organizational functions. Areas to be explored include the use of information systems to support administrative operations, to support decision making and to support overall strategic initiatives and corporate philosophies. This course is oriented toward the general MBA student, not the technical specialist. The course will provide managerial perspective on the use, design, and evaluation of information systems. Prerequisite: BUS 510 or equivalent.",3, BUS 510 or equivalent.,Core,
Barry University,"11307 NE 2nd Ave, Miami, FL 33161-6695",11307 NE 2nd Ave,Miami,Florida,33161-6702,17820,990,90,,,,10,5,https://www.barry.edu/accounting/about/,MS Accounting,Fully in-class,30,AACSB,MBA 621,Managerial Finance,"The objective of this course is the development of the student's understanding of financial theory, and the ability to apply the techniques and methods of finance to business problems. Topics include the financial environment; value maximization; capital budgeting; valuation techniques; financial planning and forecasting; capital structure and the cost of capital; options theory; and corporate restructuring. Prerequisites: BUS 500, 501, 504, and 562 or their equivalents.",3,"BUS 500, 501, 504, and 562 or their equivalents.",Core,
Barry University,"11308 NE 2nd Ave, Miami, FL 33161-6695",11308 NE 2nd Ave,Miami,Florida,33161-6703,17820,990,90,,,,10,5,https://www.barry.edu/accounting/about/,MS Accounting,Fully in-class,30,AACSB,MBA 692,"Social, Legal, and Ethical Aspects of Business","This course is structured to create an awareness of and sensitivity to the social, legal, and ethical issues which influence the management of business enterprises. Topics such as strategy and the non-market environment, non-market strategies and government institutions, government and markets, international business and non-market issues, and ethics and responsibility are considered.",3,NONE,Core,
DeVry University-Florida,"2300 SW 145th Ave. Miramar, FL 33027",2300 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accounting,Partially online,30,ACBSP,ACCT525,Current Issues in Accounting,"This course addresses current issues in the field of accounting. Topics include ethics; harmonization of accounting and financial reporting methods; recent accounting pronouncements and the effect of these pronouncements on various entities; and current issues being addressed by the Federal Accounting Standards Advisory Board (FASAB), the Securities and Exchange Commission (SEC) and International Financial Reporting Standards (IFRS)",3,ACCT503 or ACCT504 or permission from the appropriate academic administrator,Core,
DeVry University-Florida,"2301 SW 145th Ave. Miramar, FL 33027",2301 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accounting,Partially online,30,ACBSP,ACCT540,Professional Research for Accountants,"This course examines professional research skills critical in the accounting profession. Students identify research problems and authoritative sources, develop search criteria, gather and evaluate data, and formulate conclusions using a real-world case study approach in the areas of financial accounting, tax and audit. Students prepare a written report of their research and findings, and present recommendations.",3,ACCT505,Core,
DeVry University-Florida,"2302 SW 145th Ave. Miramar, FL 33027",2302 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accounting,Partially online,30,ACBSP,ACCT601,Accounting Capstone,"Students in this culminating course integrate knowledge and skills learned throughout the MSAC program. Students apply what they have learned to challenges faced by accountants balancing the needs of customers, shareholders, employees and other stakeholders within ethical and legal considerations.",3,"Successful completion of all other program core and MSAC focus courses, and permission from the appropriate academic administrator",Core,
DeVry University-Florida,"2303 SW 145th Ave. Miramar, FL 33027",2303 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accounting,Partially online,30,ACBSP,ACCT591,CPA Exam Preparation: Auditing and Attestation,"This course covers auditing procedures, auditing standards generally accepted in the United States (GAAS) and other standards related to attestation engagements. Also covered are skills needed to apply that knowledge in auditing and other attestation engagements. The auditing and attestation section of the CPA exam tests knowledge in the context of five broad engagement tasks. (The course is two semester-credit hours and is graded on a satisfactory/unsatisfactory basis.)",2,ACCT551 or equivalent,Core,
DeVry University-Florida,"2304 SW 145th Ave. Miramar, FL 33027",2304 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accounting,Partially online,30,ACBSP,ACCT592,CPA Exam Preparation: Business Environment and Concepts,"This course prepares students to pass the business environment and concepts section of the CPA exam. Coursework focuses on business structure; economic concepts essential to understanding an entity’s operation, business and industry; financial management; information technology; and planning and measurement. Students become familiar with underlying business reasons for – and accounting implications of – transactions, and gain skills needed to apply that knowledge in financial statement audit and attestation engagements, as well as perform other functions affecting the public interest. (The course is two semester-credit hours and is graded on a satisfactory/unsatisfactory basis.)",2,ACCT551 or equivalent,Core,
DeVry University-Florida,"2305 SW 145th Ave. Miramar, FL 33027",2305 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accounting,Partially online,30,ACBSP,ACCT593,CPA Exam Preparation: Financial Accounting and Reporting,"This course prepares students to pass the financial accounting and reporting section of the CPA exam. Coursework covers accounting principles generally accepted in the United States (GAAP) that affect business enterprises, notfor-profit organizations and government entities. Also addressed are skills needed to apply such knowledge, as well as financial accounting concepts and standards. (The course is graded on a satisfactory/unsatisfactory basis.)",2,ACCT551 or equivalent,Core,
DeVry University-Florida,"2306 SW 145th Ave. Miramar, FL 33027",2306 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accounting,Partially online,30,ACBSP,ACCT594,CPA Exam Preparation: Regulation,"This course prepares students to pass the regulation section of the CPA exam. Topics include federal taxation, ethics, professional and legal responsibilities, and business law, as well as skills needed to apply that knowledge. Topics address CPAs’ professional and legal responsibilities, and legal implications of business transactions, particularly as they relate to accounting and auditing. Coursework focuses on federal and widely adopted uniform state laws, as well as principles of – and procedures for – federal income, estate and gift taxation. (The course is two semester-credit hours and is graded on a satisfactory/unsatisfactory basis.)",2,ACCT551 or equivalent,Core,
DeVry University-Florida,"2307 SW 145th Ave. Miramar, FL 33027",2307 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accounting,Partially online,30,ACBSP,ACCT500,"Essentials in Accounting, Finance and Economics","This course introduces core accounting, finance, and economic concepts and principles needed by managers. Accounting topics cover the basics of financial statements, transaction analysis and the accounting cycle. Finance topics include an introduction to the finance function, the role of the financial manager, time value of money concepts and basic financial statement analysis. Topics in economics include an introduction to economic resources, scarcity and systems with a focus on key business fundamentals, including supply and demand, forms of competition, profit maximization and basic macroeconomic concepts",3,NONE,Elective,
DeVry University-Florida,"2308 SW 145th Ave. Miramar, FL 33027",2308 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accounting,Partially online,30,ACBSP,ACCT504,Accounting and Finance: Managerial Use and Analysis,"This course introduces core accounting and finance concepts, as well as tools used to summarize the accounting of business transactions into standardized statements. Students use these tools to diagnose and document an organization’s fiscal health, as well as examine financial analyses and statements for management control, decision-making and reporting",3,NONE,Elective,
DeVry University-Florida,"2309 SW 145th Ave. Miramar, FL 33027",2309 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accounting,Partially online,30,ACBSP,ACCT505,Managerial Accounting,"Managerial Accounting focuses on developing, interpreting and applying accounting information for managerial decision-making. The course stresses using financial information within organizations for understanding and analyzing activities and operations. Students learn linkages between accounting information and management planning through cost analysis (including activity-based costing), operational and capital budgeting, and performance measurement.",3,ACCT503 or ACCT504,Elective,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accounting,Partially online,30,ACBSP,ACCT503,Financial Accounting: Managerial Use and Analysis,"This course focuses on core accounting concepts as well as tools needed by managers to create the key financial statements that reflect an organization’s financial health. Financial analyses and statements are examined for management control, decision-making and reporting purposes.",3,ACCT500,Elective,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT503,Financial Accounting: Managerial Use and Analysis,"This course focuses on core accounting concepts as well as tools needed by managers to create the key financial statements that reflect an organization’s financial health. Financial analyses and statements are examined for management control, decision-making and reporting purposes.",3,ACCT500,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT505,Managerial Accounting,"Managerial Accounting focuses on developing, interpreting and applying accounting information for managerial decision-making. The course stresses using financial information within organizations for understanding and analyzing activities and operations. Students learn linkages between accounting information and management planning through cost analysis (including activity-based costing), operational and capital budgeting, and performance measurement.",3,ACCT503 or ACCT504,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,FIN510,Corporate Finance (3),"This course focuses on financial concepts and tools needed for effective business planning. Topics discussed from a practitioner viewpoint include financial statement analysis, time value of money concepts, securities valuation, working capital management, cost of capital, financial forecasting, external sources of capital, capital structure and company valuation.",3,ACCT503 or ACCT504,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT605,MAFM Capstone (3),"This culminating course provides MAFM students with the opportunity to integrate knowledge and skills learned throughout the program and is intended to be taken as the last course other than the exam-preparation courses. Students integrate strategic planning, critical thinking and communication skills relating to both treasury and accounting responsibilities from the perspective of a chief financial officer",3,Successful completion of all other required MAFM program courses (except exampreparation courses) and permission from the appropriate academic administrator,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT553,Federal Taxes and Management Decisions (3),This course deals with the need to recognize important tax consequences of common business transactions and how substantially different tax liabilities can result from nearly identical economic events. The course emphasizes practical results rather than technical compliance requirements to achieve those results.,3,ACCT505,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT555,External Auditing (3),"External Auditing deals with accepted principles, practices and procedures used by public accountants for certification of financial statements. The major focus is on external audit services; auditor and management responsibilities; professional standards of external auditors; evidence and procedures used by external auditors; and audit reports.",3,ACCT506,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT559,Advanced Financial Accounting and Reporting Issues (3),"This course covers financial accounting practice and theory in relation to consolidations; foreign currency transactions and financial statement translations; and partnership accounting, including formation, maintenance, reorganizations and liquidations.",3,ACCT551,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,MGMT520,"Legal, Political & Ethical Dimensions of Business (3)","This course introduces students to the legal, political and regulatory controls that define, promote and limit business practice opportunities. Fundamental interactions of law, politics, ethics and corporate social responsibility are emphasized. Topics include business and the legal system; foundations of business ethics; the constitution and business; regulatory and administrative agencies; regulation of private business conduct; the employer-employee relationship; formation and performance of contracts; ownership and control of business; antitrust, trade practices and consumer protection; land use and environmental protection; and the legal environment of international business.",3,MGMT501 or permission from the appropriate academic administrator,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT550,Intermediate Accounting I (3),"This course deals with financial accounting practice and theory, including generally accepted accounting principles (GAAP); the conceptual framework; accounting information systems, including financial statement reporting and disclosures; the time value of money; cash controls; and accounting and reporting for cash, receivables, inventories and long-term assets.",3,ACCT505,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT525,Current Issues in Accounting (3),"This course addresses current issues in the field of accounting. Topics include ethics; harmonization of accounting and financial reporting methods; recent accounting pronouncements and the effect of these pronouncements on various entities; and current issues being addressed by the Federal Accounting Standards Advisory Board (FASAB), the Securities and Exchange Commission (SEC) and International Financial Reporting Standards (IFRS)",3,ACCT503 or ACCT504 or permission from the appropriate academic administrator,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT530,Accounting Ethics and Related Regulatory Issues (3),"This course examines core values such as ethical reasoning; integrity; objectivity and independence; and processes for ethical decision-making. Current state, national and international regulatory developments are addressed. Case studies and analyses focus on concepts of professional responsibility and values, legal requirements and codes of professional conduct related to the accounting profession",3,ACCT505,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT540,Professional Research for Accountants (3),"This course examines professional research skills critical in the accounting profession. Students identify research problems and authoritative sources, develop search criteria, gather and evaluate data, and formulate conclusions using a real-world case study approach in the areas of financial accounting, tax and audit. Students prepare a written report of their research and findings, and present recommendations.",3,ACCT505,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT552,Cost Accounting (3),"Cost Accounting deals with measurement and control of business production activities and improvement of corporate profitability through cost management. Topics include job order and process cost systems; flexible budgets and standard costs; overhead applications; variance analysis; pricing decisions; and performance measurements and rewards. Topics are covered within the context of dramatic changes in production methods that will have a profound impact on the structure of cost measurement, control and management.",3,ACCT505,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT556,Budgeting (3),"Budgeting addresses managers’ need to understand the goals, technical procedures and effects of budgeting. The course provides a comprehensive and integrated approach to budgeting – from the details of preparing the many schedules that compose a master budget to fundamental managerial issues affected by the profit planning and control process",3,ACCT506,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT557,Intermediate Accounting III (3),Intermediate Accounting III extends the coverage of ACCT551 to include revenue recognition; accounting for income taxes; pensions and postretirement benefits; leases; accounting changes and error analysis; statement of cash flows; and disclosure issues.,3,ACCT551,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT560,Advanced Studies in Federal Taxes and Management Decisions (3),"This course expands the foundation of tax topics for non-tax accounting and financial professionals. The course furthers the coverage, and examines the complexity, of corporate and partnership taxation, as well as introduces topics such as estates and gifts, fiduciary accounting, tax-exempt entities, and qualified and nonqualified plans.",3,ACCT553,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT562,Auditing: An Operational & Internal Perspective Including Fraud Examination (3),"This course examines why increased complexity in organizations requires management to establish means of monitoring control systems. Coursework examines the audit process using criteria and controls to evaluate causes and effects of – and conditions for – operational, performance and fraud audits. Emphasis is placed on standards, objectives, principles and procedures involved in reviewing the reliability and integrity of information; compliance with policies, plans, procedures, laws and regulations (including the Sarbanes-Oxley Act of 2002); means of safeguarding assets; appraising economical and efficient use of resources; and reviewing achievement of established objectives and goals (including accounting ethics) for operations and programs.",3,ACCT505,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MS Accountancy ,Partially online,39,ACBSP,ACCT563,Advanced Managerial Accounting Issues (3),This course focuses on analysis and problem-solving skills used in planning and controlling organizations. Managerial tools and concepts such as target and activity-based costing; activity-based management; strategy and management accounting; measuring and managing quality costs and capacity; and emerging managerial accounting issues are explored.,3,ACCT506,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,ACCT500,"Essentials in Accounting, Finance and Economics","This course introduces core accounting, finance, and economic concepts and principles needed by managers. Accounting topics cover the basics of financial statements, transaction analysis and the accounting cycle. Finance topics include an introduction to the finance function, the role of the financial manager, time value of money concepts and basic financial statement analysis. Topics in economics include an introduction to economic resources, scarcity and systems with a focus on key business fundamentals, including supply and demand, forms of competition, profit maximization and basic macroeconomic concepts",3,NONE,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,ACCT503,Financial Accounting: Managerial Use and Analysis,"This course focuses on core accounting concepts as well as tools needed by managers to create the key financial statements that reflect an organization’s financial health. Financial analyses and statements are examined for management control, decision-making and reporting purposes.",3,ACCT500,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,ECON545,Business Economics,"Business Economics provides a basic understanding of managerial economics and the impact of the economic environment on business decision-making. The course develops micro- and macroeconomic topics, with particular emphasis on marginal analysis, and supply and demand considerations.",3,MGMT501 or permission from the appropriate academic administrator,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,FIN510,Corporate Finance,"This course focuses on financial concepts and tools needed for effective business planning. Topics discussed from a practitioner viewpoint include financial statement analysis, time value of money concepts, securities valuation, working capital management, cost of capital, financial forecasting, external sources of capital, capital structure and company valuation",3,ACCT503 or ACCT504,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,MATH534,Applied Managerial Statistics,"Applied Managerial Statistics stresses practical use of statistics in collecting, organizing, analyzing, interpreting and presenting data. Both descriptive and inferential techniques are covered.",3,NONE,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,MIS540,Innovation Through Technology,"This course explores the critical role of technology and innovation in reshaping the management and operation functions of contemporary organizations. Focusing on how organizations use technology to reinvent business processes and increase competitiveness in an increasingly virtual and interdependent world, the course addresses emerging organizational forms; competitive advantages; strategic initiatives; managing innovation projects; enterprise systems; the use of data for supporting decision making; global supply chains and business processes. Social and ethical issues are explored in the context of how technology is used to drive business innovation",3,NONE,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,MKTG525,Strategic Marketing,"This course surveys contemporary principles and practices for marketing management as a corporate strategic asset. In a dynamic global marketplace requiring rapid response to consumer need and behavior, this course focuses on marketing strategies for creating customer-driven value in products and services. Topics include consumer research techniques; product positioning and differentiation; branding; customer segmentation; target marketing by demographics, psychographics and behavioral variables; and using both traditional and digital channels to reach niche or mass market audiences. Ethical implications of online behavioral tracking and targeting are explored in the context of the value chain.",3,MGMT501,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,HRM595,Negotiation Skills,"This course introduces general business negotiation techniques, strategies and tactics. Strategies focus on approaches to negotiation situations; tactics focus on moves effectuated during negotiations. In addition to developing and enhancing students’ negotiating proficiency, the course emphasizes processes and methods of conflict resolution. Topics include preparing for negotiations; distributive and integrative bargaining; resolution of impasse; ethics; the roles of power, personality and dispute resolution processes; and communication processes. Students use developed skills in the classroom, electronically and through telephonic negotiation situations.",3,NONE,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,FIN565,International Finance,"International Finance examines, in detail, international financial flows and balance of payment considerations. Corporate exposure to international currency fluctuations (including foreign exchange rates and markets), and methods of hedging risks in international transactions, are addressed.",3,FIN510 or FIN515,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,MGMT501,Organizational Structures and Business Processes,"This course covers essential management and marketing concepts and principles needed by managers. The course also reviews the legal and ethical environment of business. Management topics include fundamental functions of management, key business functions and business policy in a dynamic global marketplace. Topics include marketing strategy fundamentals, organizations as customers, determining marketing communications and opportunities, as well as, topics within an ethical and legal framework",3,NONE,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,MGMT591,Leadership and Organizational Behavior,"This course examines inter- and intrapersonal dynamics as they affect achievement of corporate goals. Topics include theories of organizational behavior concepts and applications, including motivation, group dynamics, organizational communication processes, leadership, power, authority, team building and organizational development. Managing change in a complex domestic and international environment is also emphasized. Students are provided with a solid foundation for examining organizational behavior in a systematic manner.",3,NONE,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,MGMT550,Managerial Communication,"Managerial Communication emphasizes communication competencies that help ensure business success. Students learn how to write effective, persuasive and negative messages; conduct business research, analyze information, and write a business proposal or report; deliver an effective oral presentation with visual aids; and create corporate training materials. Also addressed are group dynamics, intercultural communication, media relations and ethics",3,NONE,Core,
DeVry University-Florida,"2310 SW 145th Ave. Miramar, FL 33027",2310 SW 145th Ave. ,Miramar,Florida,33027,17072,776,480,,,,14,1,https://www.devry.edu/d/Keller_Catalog.pdf,MBA Accountancy ,Partially online,39,ACBSP,MGMT601,MBA Capstone,"In this culminating course experience, MBA candidates integrate concepts and skills developed in previous coursework. Students research and develop a new business opportunity which requires synthesis of communications, analysis, marketing, operations, finance, human resources and leadership principles. Options for developing the business opportunity may include a case study, business plan, simulation, or an approved project for an existing company.",3,"Successful completion of all other required MBA program courses, and permission from the appropriate academic administrator",Core,
